model,article_index,actual,predicted,direction,confidence,subject,n_words,length_bucket,n_matched_features,mentions_reuters,reuters_tag,wire_dateline,title
Naive Bayes,25779,real,fake,false FAKE,0.9566549623769203,politicsNews,841,500-999,220,False,False,False,Commentary: Manic or evasive - these veep guys sure don’t feel like leaders
Naive Bayes,24181,real,fake,false FAKE,0.9560391210558375,politicsNews,618,500-999,206,True,True,True,Trump attacks civil rights leader who questioned his election win
Naive Bayes,38764,real,fake,false FAKE,0.9556007124581428,worldnews,439,200-499,107,True,True,True,Mother's fight to discover fate of dead baby's body finds empty coffin
Naive Bayes,9847,fake,real,false REAL,0.9551893962885526,politics,328,200-499,133,True,True,False,Why John McCain Will Never Vote to Repeal and Replace Obamacare
Naive Bayes,17308,fake,real,false REAL,0.9538568808950953,US_News,1803,1000+,393,False,False,False,FORSAKEN SULTAN: Erdogan Isolated Ahead Trump Meeting in Washington
Naive Bayes,27471,real,fake,false FAKE,0.9535675083156929,politicsNews,1185,1000+,318,False,False,False,Commentary: Party leaders often disliked their nominee. It’s the public vitriol that’s new.
Naive Bayes,25710,real,fake,false FAKE,0.9528498497609228,politicsNews,408,200-499,125,True,True,False,Obama tells students at town hall about how failures have shaped him
Naive Bayes,27558,real,fake,false FAKE,0.9525699399307412,politicsNews,344,200-499,116,True,True,True,Cruz unleashes fury at Trump over Lee Harvey Oswald comment
Naive Bayes,25464,real,fake,false FAKE,0.9505756107978527,politicsNews,357,200-499,120,True,True,True,Ku Klux Klan newspaper declares support for Trump
Naive Bayes,11694,fake,real,false REAL,0.9489619704552401,politics,207,200-499,92,False,False,False,BREAKING: Activist Appeals Court Rules Against Trump…Trump Comes Out Swinging…Tweets Awesome Reply
Naive Bayes,26124,real,fake,false FAKE,0.9476051291067895,politicsNews,703,500-999,209,True,True,True,Trump allies falsely link Reuters to claim Detroit video feed was cut short
Naive Bayes,8458,fake,real,false REAL,0.9471660820844161,News,948,500-999,278,False,False,False, The Boycott Of Israel Just Got A Major Helping Hand – From President Obama
Naive Bayes,10516,fake,real,false REAL,0.9470986488266203,politics,213,200-499,93,True,False,False,TRUMP ADVISOR Has Warning For Syria That Has Saved Lives [Video]
Naive Bayes,20458,real,fake,false FAKE,0.9463650638490115,politicsNews,473,200-499,143,True,True,False,Trump gives Boy Scouts at jamboree a taste of Washington politics
Naive Bayes,26438,real,fake,false FAKE,0.9435941700495573,politicsNews,418,200-499,145,True,True,False,Trump to Clinton: 'No more Mr. Nice Guy'
Naive Bayes,27590,real,fake,false FAKE,0.9427599066016314,politicsNews,129,50-199,62,False,False,False,Jenner uses women's restroom at Trump property
Naive Bayes,10178,fake,real,false REAL,0.9425756011994635,politics,507,500-999,149,False,False,False,OKLAHOMA Supreme Court Rules Punishing Smokers With Cigarette Tax “Unconstitutional”…Lawmakers Forced To Fill SHOCKING Hole In State Budget
Naive Bayes,10571,fake,real,false REAL,0.9409134426649332,politics,315,200-499,106,False,False,False,FORD’S NEW CEO SNUBS President Trump…Will Build Focus In China…Export To U.S.
Naive Bayes,26858,real,fake,false FAKE,0.940271171186443,politicsNews,436,200-499,138,True,True,False,Democrat gun control sit-in sparks social media sensation
Naive Bayes,21433,real,fake,false FAKE,0.9401945424091769,politicsNews,544,500-999,128,True,True,True,"Before the White House, Kennedy was a high-school prankster"
Naive Bayes,18120,real,fake,false FAKE,0.9375905676038581,politicsNews,1076,1000+,236,True,True,False,Factbox: Women who have accused Trump of inappropriate conduct
Naive Bayes,16241,fake,real,false REAL,0.9365664237470264,Government News,342,200-499,108,False,False,False,BREAKING: Putin Tramples Obama’s Imaginary Red Line With Airstrikes In Syria
Naive Bayes,27001,real,fake,false FAKE,0.9364781898208593,politicsNews,182,50-199,72,True,True,True,"Trump, on CNN, faults Muslim community for not reporting people like Orlando shooter"
Naive Bayes,28876,real,fake,false FAKE,0.9362120372491631,politicsNews,733,500-999,209,True,True,False,"Clinton's 'girl power' push wins over women in their 30s, not 20s"
Naive Bayes,17804,fake,real,false REAL,0.9333851003124454,US_News,935,500-999,228,False,False,False,IRAQ 1991: US Carpet Bombs ‘Highway of Death’
Naive Bayes,17657,fake,real,false REAL,0.9323433693561347,US_News,1945,1000+,466,False,False,False,"Diplomatic Frauds: Kerry, Power, Kirby Lying and Shilling for ‘Body Bags’ and War in Syria"
Naive Bayes,25612,real,fake,false FAKE,0.9311098527302517,politicsNews,1090,1000+,306,True,True,False,"'Absolutely false,' Trump says defiantly after women's groping allegations"
Naive Bayes,28969,real,fake,false FAKE,0.9305460750246726,politicsNews,828,500-999,264,True,True,False,Confident Trump says could 'shoot somebody' and not lose voters
Naive Bayes,15572,fake,real,false REAL,0.9294114751237686,politics,693,500-999,202,False,False,False,ARMY THREATENS GREEN BERET WAR HERO WITH COURT MARTIAL For Whistleblowing On Failed Hostage Rescue
Naive Bayes,28965,real,fake,false FAKE,0.9276062135532861,politicsNews,662,500-999,230,True,True,True,"Watch out frontrunners, over 1,500 candidates vying for White House"
Naive Bayes,13635,fake,real,false REAL,0.9266757223423132,politics,666,500-999,188,False,False,False,THE “OBAMA BOUNCE”: UKIP Leader Claims Obama’s Insulting Threat To UK Voters BACKFIRED…Actually Drove Voters To Support “Leave EU” Movement
Naive Bayes,441,fake,real,false REAL,0.9258490620564741,News,340,200-499,101,False,False,False, Defense Secretary Mattis Speaks Over Incompetent Trump’s Threats To North Korea (VIDEO)
Naive Bayes,11660,fake,real,false REAL,0.9257010050749247,politics,525,500-999,200,False,False,False,BREAKING: GEN MICHAEL FLYNN RESIGNS After Close Friend Steve Bannon Reportedly Offered These 4 Words Of Advice
Naive Bayes,12046,fake,real,false REAL,0.9246861908330277,politics,381,200-499,130,False,False,False,NO MORE MR. NICE GUY: TRUMP Takes Off The Gloves…HAMMERS Obama On Twitter
Naive Bayes,19481,real,fake,false FAKE,0.9245083278102473,politicsNews,711,500-999,221,True,True,False,Trump renews clash with U.S. sports world
Naive Bayes,6570,fake,real,false REAL,0.9236569623741586,News,372,200-499,98,False,False,False," Look Out, Big Oil: ‘Job Creation’ No Longer An Argument As Solar Outpaces Oil"
Naive Bayes,16282,fake,real,false REAL,0.9211970585260104,Government News,1406,1000+,321,False,False,False,FOLLOW THE MONEY: MEXICAN GIVEAWAY OF MILLIONS OF FLAT SCREEN TV’S TO THE POOR RAISES QUESTIONS
Naive Bayes,12198,fake,real,false REAL,0.9206288038436823,politics,213,200-499,90,False,False,False,GREAT! PRO-COAL OKLAHOMA AG Tapped For Head Of EPA
Naive Bayes,17312,fake,real,false REAL,0.9200214748591824,US_News,1163,1000+,268,False,False,False,Washington’s Criminal Activities Are Only Getting Messier
Naive Bayes,9550,fake,real,false REAL,0.9191310986956375,politics,518,500-999,150,False,False,False,JUST IN: Senior GOP Rep Announces His Retirement…A BIG LOSS
Naive Bayes,1759,fake,real,false REAL,0.9179102583418157,News,493,200-499,157,False,False,False," Mike Pence Just Dropped A TERRIFYING Bombshell On North Korea, Threatens War (VIDEO)"
Naive Bayes,25630,real,fake,false FAKE,0.9149463954338563,politicsNews,489,200-499,163,True,True,True,Pro-Trump group ad seeks to pit Michelle Obama against Clinton
Naive Bayes,15512,fake,real,false REAL,0.9135025619093079,politics,315,200-499,96,False,False,False,CASTRO DEMANDS THE RETURN OF “ILLEGALLY OCCUPIED” GITMO BEFORE RESTORING DIPLOMATIC RELATIONS
Naive Bayes,18716,real,fake,false FAKE,0.9091199576732745,politicsNews,434,200-499,152,True,True,True,Ex-Democratic leader who mulled dropping Clinton spurns critics
Naive Bayes,23145,real,fake,false FAKE,0.9067870472347802,politicsNews,419,200-499,142,True,True,False,"Caitlyn Jenner, teen singer appeal to Trump on transgender rights"
Naive Bayes,22756,real,fake,false FAKE,0.9046060364173056,politicsNews,639,500-999,194,True,True,True,"McDonald's deletes Trump tweet, says Twitter account compromised"
Naive Bayes,6090,fake,real,false REAL,0.9041019450191978,News,708,500-999,215,False,False,False, Kim Jong Un And North Korean Media Enthusiastically Want Trump To Become President
Naive Bayes,11157,fake,real,false REAL,0.9037840929358859,politics,355,200-499,120,False,False,False,MUSLIMS OUTRAGED: MUNICH ARTIST DISPLAYS “Funny” Racy Bare-Legged “Burka Barbies” [Video]
Naive Bayes,16001,fake,real,false REAL,0.9025722223916433,Government News,493,200-499,148,False,False,False,OBAMA’S BAILOUT OF PUERTO RICO: TAXPAYERS Take A BIG Hit But Rewards Go To Political And Financial Players
Naive Bayes,27737,real,fake,false FAKE,0.8963583992164047,politicsNews,478,200-499,156,True,True,True,"Immigration overhaul backers sing, dance, chant at U.S. Supreme Court"
Naive Bayes,11240,fake,real,false REAL,0.8956393789872348,politics,137,50-199,51,False,False,False,TWO DEMOCRATS Announce Plan To Vote For Neil Gorsuch For Supreme Court [Video]
Naive Bayes,12466,fake,real,false REAL,0.8955066537328328,politics,359,200-499,126,False,False,False,OBAMA UNLEASHES HUNDREDS Of Intelligence Agents To “Protect Elections” From Outside Forces…Hacker known as “Guccifer 2.0” Warns Of Threat “From INSIDE The System”
Naive Bayes,17626,fake,real,false REAL,0.8944752119712728,US_News,794,500-999,230,False,False,False,Paul Craig Roberts: ‘By Cooperating with Washington on Syria & Russia Walked Into a Trap’
Naive Bayes,27372,real,fake,false FAKE,0.8929936359142429,politicsNews,397,200-499,124,True,True,True,Former Trump girlfriend rebuts NY Times story on history with women
Naive Bayes,9866,fake,real,false REAL,0.8928417253189709,politics,4671,1000+,821,False,False,False,‘One for the Ages’ Full Video and Transcript of Trump’s Incredible UN Speech [Video]
Naive Bayes,27120,real,fake,false FAKE,0.8924735207891218,politicsNews,682,500-999,234,True,True,True,Which ‘La Raza’? Trump comments cause confusion over group's role
Naive Bayes,25499,real,fake,false FAKE,0.8923143592010156,politicsNews,679,500-999,191,True,True,True,Factbox - How Carlos Danger got tangled up in the Clinton email scandal
Naive Bayes,25811,real,fake,false FAKE,0.8917538908028055,politicsNews,976,500-999,303,True,True,True,"Trump goes on offensive against former beauty queen, Clinton calls him 'unhinged'"
Naive Bayes,27824,real,fake,false FAKE,0.8902096045700493,politicsNews,394,200-499,128,True,True,True,"Hillary Clinton, NYC mayor assailed for racially charged joke"
Naive Bayes,23929,real,fake,false FAKE,0.8885814288300484,politicsNews,512,500-999,145,True,True,False,Crowd controversy: The making of an Inauguration Day photo
Naive Bayes,1120,fake,real,false REAL,0.8885169537716304,News,375,200-499,103,False,False,False, Russia Claims They May Have Killed ISIS Leader Al-Baghdadi
Naive Bayes,16405,fake,real,false REAL,0.8878267505802059,Government News,302,200-499,74,False,False,False,IRANIAN NAVY FIRES WARNING SHOTS ON AND SEIZES CARGO SHIP; U.S. NAVY SENDS DESTROYER
Naive Bayes,3426,fake,real,false REAL,0.8858126429303677,News,777,500-999,235,False,False,False, Trump Just Got SMACKED By Newsweek For Putting His Wallet Ahead Of Our Nation’s Best Interests
Naive Bayes,25560,real,fake,false FAKE,0.8838722205839425,politicsNews,675,500-999,196,True,True,False,Highlights from Reuters' exclusive interview with Donald Trump
Naive Bayes,14203,fake,real,false REAL,0.8826504162637275,politics,622,500-999,151,False,False,False,DONALD TRUMP WAS RIGHT AGAIN: U.S. Funds NATO In The Hundreds Of Billions
Naive Bayes,13673,fake,real,false REAL,0.882348613717805,politics,429,200-499,130,False,False,False,MUSLIM INVASION OF AMERICA In Full Swing: Obama On Pace To Issue Over 1 Million Green Cards To Migrants From Muslim Majority Nations
Naive Bayes,17532,fake,real,false REAL,0.8816080349531525,US_News,534,500-999,157,True,False,False,Fake ‘US embassy’ Bust in Ghana Exposes Danger of EU Schengen Deal with Turkey
Naive Bayes,15787,fake,real,false REAL,0.8811640793687419,politics,423,200-499,101,False,False,False,HE WAS WARNED AGAINST NEGOTIATING WITH TERRORISTS: Iran Says They Won’t Permit Foreigners “to inspect the most normal military site in their dreams.”
Naive Bayes,8717,fake,real,false REAL,0.8811189061785567,News,792,500-999,229,False,False,False, Iran Proves Republicans Are Full Of Crap As United Nations Says Nuclear Deal Has Been Honored
Naive Bayes,14325,fake,real,false REAL,0.8811085384587477,politics,181,50-199,60,False,False,False,OBAMA’S DOJ TO BLAME IRAN FOR CYBER-ATTACK On NY Dam In 2013…Wait…What About That Deal With Obama’s Ally In 2015?
Naive Bayes,28956,real,fake,false FAKE,0.8771731309248944,politicsNews,392,200-499,129,True,True,False,Trump says not entirely sure he will attend Fox News debate
Naive Bayes,10965,fake,real,false REAL,0.8768440479217178,politics,339,200-499,70,False,False,False,WOW! HERE’S THE LIST Of Obamacare Taxes Abolished By The House…Reduces Taxes By Over $1 TRILLION
Naive Bayes,28404,real,fake,false FAKE,0.8749186920714498,politicsNews,626,500-999,185,True,True,True,"Another debate brawl? Fox News, Kelly set for Trump rematch"
Naive Bayes,28206,real,fake,false FAKE,0.8747434274307295,politicsNews,838,500-999,268,True,True,False,Anti-Trump protesters: patchwork of people and Facebook pages
Naive Bayes,11739,fake,real,false REAL,0.8740176704709967,politics,703,500-999,215,False,False,False,BOOM! Fed Judge Ruling UNBLOCKS Trump Travel Ban…Asks ACLU Lawyer: “Where Does It Say Muslim Countries?”
Naive Bayes,15568,fake,real,false REAL,0.871554638847668,politics,683,500-999,177,False,False,False,HILLARY’S IMMORAL REIGN AS SEC. STATE: U.S. Sold $60 MILLION In Chemical Arms To Clinton Foundation Donors Used To Gas Citizens
Naive Bayes,13623,fake,real,false REAL,0.8714092182817085,politics,457,200-499,147,False,False,False,ICELAND’S STUNNING ELECTION OF ANTI-ESTABLISHMENT Political Novice Should Have Hillary Shaking In Her Pants Suit
Naive Bayes,15826,fake,real,false REAL,0.8713170884317549,politics,320,200-499,99,False,False,False,THEIR EVIL KNOWS NO BOUNDS: TALIBAN EXECUTES 5 “SAVE THE CHILDREN WORKERS” AS ISIS KIDNAPS 120 SCHOOLCHILDREN TO BE TRAINED AS TERRORISTS
Naive Bayes,15934,fake,real,false REAL,0.8696051500367419,Government News,230,200-499,86,False,False,False,BAM! Commie Scammer Mustafa Ali…The EPA’s “Environmental Justice” GURU Is GONE! [Video]
Naive Bayes,22990,real,fake,false FAKE,0.8687114265389386,politicsNews,293,200-499,94,True,True,True,"Schwarzenegger fired, didn't quit 'Apprentice': Trump"
Naive Bayes,15979,fake,real,false REAL,0.8665810155495896,Government News,314,200-499,99,False,False,False,"SHOCKING VIDEO! SWARM OF OVER 20,000 AFRICAN FREELOADERS Flooding Mexico To Get Into The US…#OpenBordersHillary"
Naive Bayes,24027,real,fake,false FAKE,0.8661820364191226,politicsNews,841,500-999,264,True,True,True,Trump backers' disparate hopes coalesce around promise of change
Naive Bayes,16268,fake,real,false REAL,0.8637838749971175,Government News,328,200-499,104,False,False,False,UNREAL! RETIRING SENATOR IS 34TH VOTE TO CLINCH OBAMA WIN ON IRAN DEAL
Naive Bayes,23136,real,fake,false FAKE,0.8586383178580816,politicsNews,580,500-999,188,True,True,True,White House bars some news organizations from briefing
Naive Bayes,14114,fake,real,false REAL,0.8548442188719658,politics,481,200-499,135,False,False,False,OBAMA PRESSURED U.S. SHOE COMPANY To Keep Their Mouths Shut…But Now The Deal is OFF…And So Are The Gloves!
Naive Bayes,24046,real,fake,false FAKE,0.8525173040110517,politicsNews,411,200-499,123,True,True,False,Facts about the inauguration of Donald Trump as U.S. president
Naive Bayes,25033,real,fake,false FAKE,0.8521318715238579,politicsNews,384,200-499,111,True,True,False,"Factbox: The nasty things Trump, Romney have said about each other"
Naive Bayes,26509,real,fake,false FAKE,0.8507279806747896,politicsNews,767,500-999,237,True,True,False,Kaine's crime-busting past may hurt Clinton's outreach to blacks
Naive Bayes,28108,real,fake,false FAKE,0.849293544869869,politicsNews,626,500-999,216,True,True,False,Anti-Trump protesters block Arizona road; march in New York
Naive Bayes,26557,real,fake,false FAKE,0.8486696409212111,politicsNews,351,200-499,109,True,True,False,Melania Trump's RNC speech produces so-so TV audience
Naive Bayes,16387,fake,real,false REAL,0.8474543824212892,Government News,1364,1000+,332,False,False,False,BEWARE THE UNITED NATIONS PUSH FOR “GLOBAL GOVERNANCE” FOR THE “GOOD OF THE PLANET”
Naive Bayes,15825,fake,real,false REAL,0.8467875324165618,politics,251,200-499,88,False,False,False,CUBA STILL A COMMIE HELLHOLE AFTER OBAMA’S “NORMALIZATION”: 4 YEARS IN THE SLAMMER FOR “SOCIAL DANGEROUSNESS”
Naive Bayes,25524,real,fake,false FAKE,0.8459890286269047,politicsNews,248,200-499,76,True,True,False,Donald Trump throws counter punch after Joe Biden comments
Naive Bayes,1089,fake,real,false REAL,0.8456542539952057,News,758,500-999,216,False,False,False, Trump Cares More About His Businesses In The Middle East Than The American People
Naive Bayes,16923,fake,real,false REAL,0.8433958877979515,left-news,494,200-499,133,False,False,False,"SWEDEN LOSES 14,000 Refugees Slated For Deportation: “We simply do not know where they are”"
Naive Bayes,14472,fake,real,false REAL,0.8427410631689206,politics,481,200-499,128,False,False,False,DISTURBING TRUTH ABOUT How The UN Decides Which Muslim “REFUGEES” Will Be Your New Neighbor [VIDEO]
Naive Bayes,26346,real,fake,false FAKE,0.8401694550576815,politicsNews,531,500-999,189,True,True,False,Trump seeks to raise fresh ethical questions about Clinton
Naive Bayes,404,fake,real,false REAL,0.8395138521440895,News,542,500-999,171,False,False,False, Two Florida Lawmakers Just Voted Against Hurricane Relief As Irma Strikes Their State
Naive Bayes,17416,fake,real,false REAL,0.837514325222666,US_News,583,500-999,151,False,False,False,Two-thirds of US Navy Strike Fighter Jets Grounded: Navy Claims No Money to Fix Them
Naive Bayes,16286,fake,real,false REAL,0.8348426895278642,Government News,730,500-999,203,False,False,False,"ATTORNEYS ASK TO DIAL BACK SECURITY AT TRIAL FOR 7 TERROR SUSPECTS IN MN, Fears It Will Influence Jury: Argues ISIL Not A Terrorist Group"
Naive Bayes,27766,real,fake,false FAKE,0.8344349597349725,politicsNews,361,200-499,131,True,True,True,U.N. rights chief decries 'bigotry' in U.S. presidential race
Naive Bayes,11774,fake,real,false REAL,0.833475013564792,politics,321,200-499,120,False,False,False,BOOM! CUSTOMS AGENTS IGNORE Obama Appointed Judge’s Court Order…ENFORCE Trump’s Travel Ban
Naive Bayes,24185,real,fake,false FAKE,0.8326875204029338,politicsNews,439,200-499,107,True,True,True,Women knit pink 'pussyhats' for rally after Trump inauguration
Naive Bayes,19014,real,fake,false FAKE,0.8308302271250637,politicsNews,301,200-499,107,True,True,True,Trump launches petition against NFL players' anthem protests
Naive Bayes,28407,real,fake,false FAKE,0.8298985016829941,politicsNews,428,200-499,142,True,True,True,Emotions run high outside courthouse for abortion showdown
Naive Bayes,25979,real,fake,false FAKE,0.8292254451095498,politicsNews,935,500-999,283,True,True,True,"In Pennsylvania Senate race, unfamiliar battle lines on gun rights"
Naive Bayes,26267,real,fake,false FAKE,0.8284232270255092,politicsNews,632,500-999,249,True,True,False,Trump calls for special prosecutor to investigate Clinton Foundation
Naive Bayes,11371,fake,real,false REAL,0.8264309312551159,politics,22,<50,10,False,False,False,NIGEL FARAGE ON TRUMP/MERKEL POWWOW: Merkel’s decision for mass migration the “worst decision by European leader in 70 years” [Video]
Naive Bayes,18432,real,fake,false FAKE,0.8244310330411492,politicsNews,98,50-199,40,True,False,False,Factbox: Trump on Twitter (Nov 27) - Networks
Naive Bayes,14623,fake,real,false REAL,0.8244150035600217,politics,626,500-999,187,False,False,False,HOLY BETRAYAL OF AMERICA’S NATIONAL SECURITY: New Evidence Shows Hillary Emailed “Most Secretive” Classified Material On Private Unsecured Server
Naive Bayes,1474,fake,real,false REAL,0.8240171834757782,News,405,200-499,135,False,False,False, Half The World’s Salmon Supply Threatened As Trump’s EPA Withdraws Alaskan Mining Restrictions
Naive Bayes,27118,real,fake,false FAKE,0.8238098438116255,politicsNews,274,200-499,78,True,True,True,"Obama lauds Denver Broncos, Peyton Manning for Super Bowl win"
Naive Bayes,15761,fake,real,false REAL,0.8212249418811148,politics,308,200-499,84,False,False,False,BREAKING ENERGY DEPARTMENT AUDIT REVEALS SHOCKING PRICE TAG AND LIABILITY FOR OBAMA’S GREEN ENERGY FAILURES
Naive Bayes,13518,fake,real,false REAL,0.8167138901948655,politics,277,200-499,91,False,False,False,SAY “HELLO” TO YOUR NEW NEIGHBORS! Clooney Begged For Open Borders…Now Massive Refugee Camp Is Erected In His Front Yard
Naive Bayes,10188,fake,real,false REAL,0.8165083661620618,politics,560,500-999,161,False,False,False,CANADA SENDS TROOPS TO U.S. BORDER To Deal With Illegals and Asylum Seekers Running From Trump’s New Policies On Immigration
Naive Bayes,14099,fake,real,false REAL,0.8142611511254898,politics,569,500-999,86,False,False,False,WHO WILL SUPPORT “THE BERN”? New Numbers Show OBAMA STOLE An EXTRA 6 Months Income From Average Working American Since Bush Years
Naive Bayes,28223,real,fake,false FAKE,0.8132254574460148,politicsNews,998,500-999,309,True,True,False,New disturbance at Trump rally as crucial Republican contests near
Naive Bayes,1787,fake,real,false REAL,0.813043367239594,News,435,200-499,133,False,False,False," BREAKING: Trump Is Playing With Fire, And He Just Brought Us One Step Closer To Nuclear War"
Naive Bayes,27690,real,fake,false FAKE,0.8119747194876675,politicsNews,354,200-499,115,True,True,True,U.S. Capitol replacing flag display over Confederate imagery
Naive Bayes,11344,fake,real,false REAL,0.8107150042630161,politics,306,200-499,111,False,False,False,WATCH: KIM JONG-UN Blows Up US Aircraft Carrier In Newly Released Video
Naive Bayes,16371,fake,real,false REAL,0.8098761208501221,Government News,956,500-999,252,False,False,False,AFGHAN INTERPRETER FOR US MURDERED BY TALIBAN WHILE WAITING 4 YRS FOR PROMISED VISA [Video]
Naive Bayes,15379,fake,real,false REAL,0.8089570173034544,politics,1868,1000+,369,False,False,False,ZIMBABWE’S CORRUPT GOVERNMENT SEEKS EXTRADITION OF AMERICAN LION HUNTER: Secret Memo Shows U.S. Was Aware Of $45-$60 Million Trophy Hunting Business
Naive Bayes,9637,fake,real,false REAL,0.8061880778732591,politics,954,500-999,227,True,False,False,AUDIT REVEALS: 150 AFGHAN TROOPS Have Gone AWOL In U.S. During Training…Some Still Missing
Naive Bayes,13772,fake,real,false REAL,0.805546833750422,politics,536,500-999,176,False,False,False,"¡VIVA LA REVOLUTION! As Venezuela Collapses Under Socialist Rule, Dictator Maduro Endorses Fellow Socialist Bernie Sanders"
Naive Bayes,25531,real,fake,false FAKE,0.8039154255089846,politicsNews,810,500-999,249,True,True,True,"In breathless U.S. election, Twitter generates buzz not cash"
Naive Bayes,33525,real,fake,false FAKE,0.802219605363354,worldnews,537,500-999,116,True,True,False,A Picture and its Story: Reaching out to rescue a Rohingya woman
Naive Bayes,16131,fake,real,false REAL,0.8020753814449751,Government News,135,50-199,35,False,False,False,"BAN THE BURQA! Women Wearing A Burqa In Switzerland Could Face $9,000 Fine"
Naive Bayes,28880,real,fake,false FAKE,0.8020737476527187,politicsNews,805,500-999,270,True,True,False,America's angry voters divvied up by Trump and Sanders: poll
Naive Bayes,27564,real,fake,false FAKE,0.8020315063802774,politicsNews,886,500-999,282,True,True,True,Indiana puts Donald Trump’s evangelical support to test
Naive Bayes,13025,fake,real,false REAL,0.7959942722623194,politics,290,200-499,104,False,False,False,BREAKING: OBAMA WILL VETO BILL Unanimously Passed By Congress Allowing 9-11 Victims To Sue Saudi Arabia
Naive Bayes,5442,fake,real,false REAL,0.7943364554875773,News,423,200-499,110,False,False,False, Federal Court Bans US Navy From Using Sonar That Harms Marine Mammals
Naive Bayes,18196,real,fake,false FAKE,0.7916902184507323,politicsNews,880,500-999,258,True,True,False,Alabama Democrat turns up attacks on Roy Moore in Senate race's final stretch
Naive Bayes,28692,real,fake,false FAKE,0.7897744241084501,politicsNews,986,500-999,290,True,True,False,Young blacks more open to Bernie Sanders' White House bid
Naive Bayes,16211,fake,real,false REAL,0.7893864547582251,Government News,721,500-999,193,False,False,False,CANADA’S OBAMA? WATCH New Prime Minister Call Himself A “Proud Feminist”…Promises To Raise Taxes On Wealthy And Welcome More Syrian “Refugees” [Video]
Naive Bayes,11253,fake,real,false REAL,0.7843300327341157,politics,311,200-499,133,False,False,False,REPORT: FBI DIRECTOR COMEY Blocked By Obama Administration Last Summer On Supposed Russian “Influence” In 2016 Election
Naive Bayes,17450,fake,real,false REAL,0.7838245426131731,US_News,239,200-499,103,False,False,False,Trump Moves Ahead with ‘The Wall’ Between US and Mexico
Naive Bayes,27194,real,fake,false FAKE,0.782592996476857,politicsNews,442,200-499,121,True,True,True,Supreme Court rejects constitutional challenge to death penalty
Naive Bayes,24921,real,fake,false FAKE,0.780254008825802,politicsNews,1177,1000+,323,True,True,False,"Blue-collar Democrats to party: It's still the economy, stupid"
Naive Bayes,33105,real,fake,false FAKE,0.7800650577419912,worldnews,737,500-999,194,True,True,True,"Berlusconi eyes political resurrection, unhindered by sex scandals"
Naive Bayes,27337,real,fake,false FAKE,0.7797427312667173,politicsNews,329,200-499,122,True,True,False,Potential Trump high court nominee mocked him on Twitter
Naive Bayes,17197,fake,real,false REAL,0.7795300892012834,US_News,1261,1000+,327,False,False,False,Undercutting the Nation State? Chicago Group Suggests ‘Global Cities’ Should Run World Affairs
Naive Bayes,10704,fake,real,false REAL,0.7780221689644641,politics,259,200-499,99,False,False,False,PRESIDENT TRUMP Tweets Awesome Message to People of London…NBC REFUSES TO RETWEET
Naive Bayes,17881,fake,real,false REAL,0.7777329226769335,US_News,501,500-999,157,False,False,False,‘There’ll be boots on the ground’: US making noises about ‘doing more’ in Syria and Iraq
Naive Bayes,13127,fake,real,false REAL,0.7775564813096774,politics,397,200-499,131,False,False,False,OCTOBER 1st Could Mark End Of Free Speech On The Internet: How Obama Regime May Be Turning Control Of Internet Over To U.N.
Naive Bayes,11372,fake,real,false REAL,0.7764291843756295,politics,294,200-499,92,False,False,False,POLITICO DOWNGRADES AMERICA: Declares Germany’s “Open-Borders” Angela Merkel “Leader Of The Free World” In Anti-American Headline
Naive Bayes,13154,fake,real,false REAL,0.7760307575274622,politics,208,200-499,75,False,False,False,DELAY OF RELEASE OF CLINTON SCHEDULES Until After Election Could Backfire…Feds Out Of Control
Naive Bayes,19255,real,fake,false FAKE,0.7736931153694999,politicsNews,750,500-999,228,True,True,True,NRA opposes outright U.S. ban on gun devices used by Las Vegas killer
Naive Bayes,11795,fake,real,false REAL,0.7729267597526007,politics,263,200-499,79,False,False,False,TRUMP’S UN AMBASSADOR Nikki Haley Warns UN Members: “We’re Taking Names”
Naive Bayes,18455,real,fake,false FAKE,0.7728313133608281,politicsNews,385,200-499,131,True,True,False,Trump: Father of UCLA player in shoplifting case is 'ungrateful fool'
Naive Bayes,26629,real,fake,false FAKE,0.7727374828114815,politicsNews,218,200-499,80,True,True,True,U.S. judge to mull release of Trump video testimony
Naive Bayes,26945,real,fake,false FAKE,0.7715474565299801,politicsNews,569,500-999,193,True,True,True,"Trumped by candidate's rhetoric, Republican lawmakers at a loss for words"
Naive Bayes,37901,real,fake,false FAKE,0.7715326772073955,worldnews,214,200-499,68,True,True,True,UK police release new image of jogger in London bus mystery
Naive Bayes,12448,fake,real,false REAL,0.771444391640235,politics,122,50-199,48,False,False,False,"MARK CUBAN: “In The Event Donald Wins, I Have No Doubt The Market Tanks”…So Here’s What Really Happened [VIDEO]"
Naive Bayes,11922,fake,real,false REAL,0.769668938438019,politics,692,500-999,200,False,False,False,"IS OBAMA PUNISHING Fiat-Chrysler For 2,000 US Jobs, $1 Billion US Investment Announcement? Fiat-Chrysler CEO Says EPA Allegations Are ‘Absolute Nonsense’ [VIDEO]"
Naive Bayes,16173,fake,real,false REAL,0.7693787743127579,Government News,174,50-199,53,False,False,False,“Unvetted” Illegals Turn Germany Into A Third-World Trash Heap…Sound Familiar? [Video]
Naive Bayes,20036,real,fake,false FAKE,0.7688641914264428,politicsNews,103,50-199,42,True,True,False,Phoenix mayor calls on Trump to postpone rally planned for next week
