article_index,actual,models_wrong,n_models_wrong,subject,n_words,n_matched_features,mentions_reuters,title
3426,fake,nb,1,News,777,235,False, Trump Just Got SMACKED By Newsweek For Putting His Wallet Ahead Of Our Nation’s Best Interests
12198,fake,nb,1,politics,213,90,False,GREAT! PRO-COAL OKLAHOMA AG Tapped For Head Of EPA
14478,fake,nb,1,politics,861,188,False,HOW OBAMA Could Temporarily Fill The Vacancy Left By Justice Scalia With A RADICAL LEFTIST Judge
11865,fake,nb,1,politics,230,69,False,"WHOA! “Canada’s Donald Trump,” Billionaire And Shark Tank Host Kevin O’Leary Announces Run Against “Canada’s Barack Obama” [VIDEO]"
14536,fake,nb,1,politics,338,99,False,"GROUP WITH TERROR TIES Encourages Muslims To Swing U.S. Presidential Elections: “Turn Your Islamic Centers, Mosques Into Registration Centers For Voters”"
8652,fake,nb,1,News,491,157,False," Republicans Tried To Kill The Clean Water Rule, But Obama’s Veto Pen Said ‘Hell No’"
14788,fake,lr,1,politics,393,97,False,OHIO SEC OF STATE Explains How He Will Prevent Trump From Running Third Party
11922,fake,nb,1,politics,692,200,False,"IS OBAMA PUNISHING Fiat-Chrysler For 2,000 US Jobs, $1 Billion US Investment Announcement? Fiat-Chrysler CEO Says EPA Allegations Are ‘Absolute Nonsense’ [VIDEO]"
16193,fake,nb,1,Government News,382,123,False,BREAKING REPORT: Two Al Qaeda Terrorists Able To Enter U.S. As Refugees: “I wouldn’t be surprised if there were many more…”
17308,fake,nb,1,US_News,1803,393,False,FORSAKEN SULTAN: Erdogan Isolated Ahead Trump Meeting in Washington
6570,fake,nb,1,News,372,98,False," Look Out, Big Oil: ‘Job Creation’ No Longer An Argument As Solar Outpaces Oil"
13673,fake,nb,1,politics,429,130,False,MUSLIM INVASION OF AMERICA In Full Swing: Obama On Pace To Issue Over 1 Million Green Cards To Migrants From Muslim Majority Nations
8837,fake,nb,1,News,481,112,False, Experts Think Gas Prices About To Go Lower Than EVER – You Won’t Believe How Low (IMAGES)
11372,fake,nb,1,politics,294,92,False,POLITICO DOWNGRADES AMERICA: Declares Germany’s “Open-Borders” Angela Merkel “Leader Of The Free World” In Anti-American Headline
14325,fake,nb,1,politics,181,60,False,OBAMA’S DOJ TO BLAME IRAN FOR CYBER-ATTACK On NY Dam In 2013…Wait…What About That Deal With Obama’s Ally In 2015?
11344,fake,nb,1,politics,306,111,False,WATCH: KIM JONG-UN Blows Up US Aircraft Carrier In Newly Released Video
3516,fake,nb,1,News,519,192,False, HUGE Campaign Promise Broken By Trump As He Stabs Working Class Americans In The Back Yet Again
13772,fake,nb,1,politics,536,176,False,"¡VIVA LA REVOLUTION! As Venezuela Collapses Under Socialist Rule, Dictator Maduro Endorses Fellow Socialist Bernie Sanders"
15964,fake,nb,1,Government News,349,107,False,"BREAKING: Federal Judge STOPS Obamacare Transgender, Abortion Related Protections"
11608,fake,nb,1,politics,165,61,True,WHOA! FRANCE’S CONSERVATIVE PRESIDENTIAL CANDIDATE Refuses To Cover Her Head With Muslim Veil…Walks Out Of Meeting! [Video]
16954,fake,lr,1,left-news,251,68,False,"KARMA: Manufactured Race War Backfires…Missou Loses Top Football Recruit, Says “Their campus is out of control.”"
13774,fake,nb,1,politics,365,154,False,LOL! The Woman Who Couldn’t Be Bothered With Protecting Lives Of Brave Americans Serving In Benghazi Attacks Trump On National Security
892,fake,nb,1,News,461,134,False," Marco Rubio Grows A Spine, Blasts Trump For Trying To Team Up With Putin"
11168,fake,nb,1,politics,141,62,False,"SORE LOSER, WAR-HAWK John McCain Blames President Trump For Syrian Chemical Attack [VIDEO]"
404,fake,nb,1,News,542,171,False, Two Florida Lawmakers Just Voted Against Hurricane Relief As Irma Strikes Their State
14153,fake,nb,1,politics,492,144,False,WHY IS THE MEDIA SILENT As Hillary Cackles About Her Key Role In Muslim Invasion Of Europe? [VIDEO]
13884,fake,nb,1,politics,304,104,False,RUBIO Sides With Democrats On Giving A Whopping $2 Billion For Zika Virus Prevention
12448,fake,nb,1,politics,122,48,False,"MARK CUBAN: “In The Event Donald Wins, I Have No Doubt The Market Tanks”…So Here’s What Really Happened [VIDEO]"
17699,fake,nb,1,US_News,2513,597,False,"UNHOLY ALLIANCE: Hillary Clinton’s Saudi Sponsors Support Terrorism, Islamist Extremism"
15954,fake,nb,1,Government News,187,70,False,BATTLE OF THE “PAUL’S”: Angry Rand Paul Walks Out On Paul Ryan During Obamacare Discussion…Ryan’s Plan Would Create “New Entitlement Program”…Demands COMPLETE REPEAL
10902,fake,lr,1,politics,773,202,False,PRESIDENT TRUMP WARNS Comey…Tweets Veiled Threat To Former FBI Director
1120,fake,nb,1,News,375,103,False, Russia Claims They May Have Killed ISIS Leader Al-Baghdadi
15687,fake,nb,1,politics,940,253,False,AMTRAK FACTS AND WHY AMERICANS SHOULDN’T TRUST THE CALL FOR MORE INFRASTRUCTURE SPENDING
15512,fake,nb,1,politics,315,96,False,CASTRO DEMANDS THE RETURN OF “ILLEGALLY OCCUPIED” GITMO BEFORE RESTORING DIPLOMATIC RELATIONS
441,fake,nb,1,News,340,101,False, Defense Secretary Mattis Speaks Over Incompetent Trump’s Threats To North Korea (VIDEO)
9852,fake,nb,1,politics,351,110,False,NYC: Turkish Thugs Beat Up Protesters…Deny Free Speech During Turkish President’s Speech [Video]
15979,fake,nb,1,Government News,314,99,False,"SHOCKING VIDEO! SWARM OF OVER 20,000 AFRICAN FREELOADERS Flooding Mexico To Get Into The US…#OpenBordersHillary"
2720,fake,nb,1,News,594,175,False, Virginia Seeks To Hold Trump In Contempt For Ignoring Federal Court Order Against Muslim Ban
17532,fake,nb,1,US_News,534,157,True,Fake ‘US embassy’ Bust in Ghana Exposes Danger of EU Schengen Deal with Turkey
11801,fake,nb,1,politics,476,144,False,BREAKING: Mexico’s President Cancels Visit With Trump Over Defending Our US Border From Lawbreakers…But Wrongfully Imprisoning US Marine Tahmooressi For “Border Violation” Was No Big Deal
14376,fake,lr,1,politics,1254,249,False,DELEGATES FOR DUMMIES: How They’re Awarded…And How Many Your Candidate Needs To Win [VIDEO]
16309,fake,nb,1,Government News,347,82,False,OBAMA RELEASES TOP IRANIAN SCIENTIST…LEAVES 4 AMERICANS TO FEND FOR THEMSELVES IN IRANIAN PRISONS As Part Of Nuke Deal
16779,fake,nb,1,left-news,300,81,False,"MUSLIM MIGRANTS SHOW Appreciation To German Hosts By Spreading Feces, Vomit And Blood On Asylum Walls"
7193,fake,nb,1,News,535,143,False, Israeli Minister Calls For ‘Civil Targeted Killing’ Of Human Rights Activists Leading Boycott Of Israel (VIDEO)
417,fake,lr,1,News,372,139,True, BREAKING: Under Trump’s Leadership FEMA Could Run Out Of Money By Tomorrow
3119,fake,nb,1,News,477,156,False, Ethics Office Just Called Out GOP For Shady Schemes To Confirm Trump’s Corrupt Cabinet Picks
9154,fake,nb,1,politics,261,91,False,MCCONNELL PUSHES BACK ON MEDIA: I Understand ‘Your Job Is to Use the Democratic Talking Points’ [Video]
17626,fake,nb,1,US_News,794,230,False,Paul Craig Roberts: ‘By Cooperating with Washington on Syria & Russia Walked Into a Trap’
11425,fake,nb,1,politics,692,184,False,"WATCH: Wildly Popular, Outspoken Geert Wilders Is Being Called “The Dutch Trump”…Why His Plan To De-Islamize The Netherlands Is Resonating With Voters"
17296,fake,nb,1,US_News,857,238,False,"US Coalition Airstrike on Syrian Army in Al-Tanf is Another Calculated War Crime, Aims to Destroy Arab Unity"
15379,fake,nb,1,politics,1868,369,False,ZIMBABWE’S CORRUPT GOVERNMENT SEEKS EXTRADITION OF AMERICAN LION HUNTER: Secret Memo Shows U.S. Was Aware Of $45-$60 Million Trophy Hunting Business
10201,fake,nb,1,politics,281,92,False,WHY THE HUGE 1.1 MILLION DROP in Food Stamp Enrollment? [VIDEO]
14114,fake,nb,1,politics,481,135,False,OBAMA PRESSURED U.S. SHOE COMPANY To Keep Their Mouths Shut…But Now The Deal is OFF…And So Are The Gloves!
11795,fake,nb,1,politics,263,79,False,TRUMP’S UN AMBASSADOR Nikki Haley Warns UN Members: “We’re Taking Names”
12288,fake,nb,1,politics,130,50,False,CUBA’S FIDEL CASTRO DIES…Hundreds Dance In The Streets…What Will Obama Do? [Video]
9702,fake,nb,1,politics,462,121,False,"BREAKING NEWS: N. AMERICAN FAMILY Held Hostage During Obama Presidency RESCUED In Pakistan: “This is a country that did not respect us, this is a country that respects us now” [VIDEO]"
9917,fake,nb,1,politics,919,245,False,Ramadan Abdullah Set Free On Bail After Police Make Shocking Discovery Of Weapons In Storage Locker Destined For Secretive Islamic Compound In Upstate NY
14099,fake,nb,1,politics,569,86,False,WHO WILL SUPPORT “THE BERN”? New Numbers Show OBAMA STOLE An EXTRA 6 Months Income From Average Working American Since Bush Years
17312,fake,nb,1,US_News,1163,268,False,Washington’s Criminal Activities Are Only Getting Messier
17804,fake,nb,1,US_News,935,228,False,IRAQ 1991: US Carpet Bombs ‘Highway of Death’
17171,fake,nb,1,US_News,2120,459,False,Reflections on a World Gone Mad and Pushing Back against Neocolonialist Thuggery
14963,fake,nb,1,politics,506,166,False,"ILLEGAL ALIENS DEMAND NEW BILL OF RIGHTS: To Include Citizenship, End Arrests And Free Health Care"
16387,fake,nb,1,Government News,1364,332,False,BEWARE THE UNITED NATIONS PUSH FOR “GLOBAL GOVERNANCE” FOR THE “GOOD OF THE PLANET”
16001,fake,nb,1,Government News,493,148,False,OBAMA’S BAILOUT OF PUERTO RICO: TAXPAYERS Take A BIG Hit But Rewards Go To Political And Financial Players
15050,fake,nb,1,politics,181,57,False,MUSLIM INVASION UPDATE: Gang Members In Germany On Trial For Robbing Churches And Schools To Fund ISIS
8429,fake,nb,1,News,757,189,False, Netanyahu Says ‘Respected Western Opinion Leaders’ Hate The Jewish People (VIDEO)
11261,fake,nb,1,politics,481,138,False,LOL! DEM Senator Dick Durbin Voted To Confirm Circuit Judge Gorsuch In 2006…Tells CNN Host “He Can’t Remember” How He Voted [VIDEO]
14472,fake,nb,1,politics,481,128,False,DISTURBING TRUTH ABOUT How The UN Decides Which Muslim “REFUGEES” Will Be Your New Neighbor [VIDEO]
1089,fake,nb,1,News,758,216,False, Trump Cares More About His Businesses In The Middle East Than The American People
12889,fake,nb,1,politics,220,83,False,BREAKING: SENATE STRIKES BACK After Obama Slaps 9/11 Victim’s Families In The Face….Vote 97-1
14889,fake,nb,1,politics,612,177,False,FIGHTING TO WIN: Russia Annihilates Dozens Of ISIS Oil Tankers…And Shares The Video With The World
17881,fake,nb,1,US_News,501,157,False,‘There’ll be boots on the ground’: US making noises about ‘doing more’ in Syria and Iraq
11692,fake,nb,1,politics,154,58,False,LOL! OBAMA’S RADICAL EPA CHIEF Says There Was No “War On Coal”…But OOPS…That’s Not What The Poster Behind Her Says!
442,fake,nb,1,News,422,138,False, Trump Administration Is Already Talking About Withholding Harvey Aid
9866,fake,nb,1,politics,4671,821,False,‘One for the Ages’ Full Video and Transcript of Trump’s Incredible UN Speech [Video]
9262,fake,nb,1,politics,256,94,False,SECRETARY OF STATE REX TILLERSON Shuts Down Obnoxious Press Asking Why He ‘Puts Up With’ Trump [Video]
14623,fake,nb,1,politics,626,187,False,HOLY BETRAYAL OF AMERICA’S NATIONAL SECURITY: New Evidence Shows Hillary Emailed “Most Secretive” Classified Material On Private Unsecured Server
12652,fake,nb,1,politics,1038,342,False,28 THINGS TRUMP PROMISES To Do As President…A Must Read For ALL Voters!
16133,fake,nb,1,Government News,847,214,False,REVOLUTION: The Patriot Spring Is Coming
13154,fake,nb,1,politics,208,75,False,DELAY OF RELEASE OF CLINTON SCHEDULES Until After Election Could Backfire…Feds Out Of Control
10822,fake,nb,1,politics,218,82,False,LIVE STREAM: PRESIDENT TRUMP’S Historic Speech To The Muslim World: “Honestly confronting Islamist extremism” [Video]
2573,fake,nb,1,News,503,150,False, BREAKING: Lithuania Warns That Russia Is Preparing For War Against Europe
8458,fake,nb,1,News,948,278,False, The Boycott Of Israel Just Got A Major Helping Hand – From President Obama
17704,fake,nb,1,US_News,1205,293,False,Falling Apart: West’s Media-Driven Deception in Syria
25990,real,nb,1,politicsNews,321,125,True,Trump believes Obama was born in the United States: campaign
29066,real,nb,1,politicsNews,213,103,True,"Factbox: The economy, guns top on social media during U.S. Republican debate"
20376,real,nb,1,politicsNews,147,61,True,"Factbox: Trump on Twitter (July 27) - NY Times, Republican Senators, Healthcare"
19014,real,nb,1,politicsNews,301,107,True,Trump launches petition against NFL players' anthem protests
28404,real,nb,1,politicsNews,626,185,True,"Another debate brawl? Fox News, Kelly set for Trump rematch"
27344,real,nb,1,politicsNews,922,257,True,"Democrats Clinton, Sanders split nominating contests in Oregon, Kentucky"
20004,real,nb,1,politicsNews,239,96,True,Trump fires adviser Bannon
28876,real,nb,1,politicsNews,733,209,True,"Clinton's 'girl power' push wins over women in their 30s, not 20s"
18120,real,nb,1,politicsNews,1076,236,True,Factbox: Women who have accused Trump of inappropriate conduct
18508,real,nb,1,politicsNews,75,33,True,Alabama Republican Party stands by U.S. Senate candidate Moore
25612,real,nb,1,politicsNews,1090,306,True,"'Absolutely false,' Trump says defiantly after women's groping allegations"
29073,real,nb,1,politicsNews,772,268,True,"Trump, Cruz tensions may provide liveliest Republican debate yet"
35554,real,nb,1,worldnews,429,132,True,CIA official tells jury about day 'all hell broke loose' in Benghazi
25776,real,nb,1,politicsNews,249,88,True,U.S. vice presidential debate watched by 37 million on TV
27737,real,nb,1,politicsNews,478,156,True,"Immigration overhaul backers sing, dance, chant at U.S. Supreme Court"
28965,real,nb,1,politicsNews,662,230,True,"Watch out frontrunners, over 1,500 candidates vying for White House"
31164,real,nb,1,worldnews,295,97,True,"In court first, Swede jailed for rape of children online"
28906,real,nb,1,politicsNews,970,300,True,Trump steps up attacks with 'bimbo' tweet before Fox News debate
26945,real,nb,1,politicsNews,569,193,True,"Trumped by candidate's rhetoric, Republican lawmakers at a loss for words"
27199,real,nb,1,politicsNews,233,89,True,Animal rights activists briefly disrupt Sanders' rally in California
25710,real,nb,1,politicsNews,408,125,True,Obama tells students at town hall about how failures have shaped him
27120,real,nb,1,politicsNews,682,234,True,Which ‘La Raza’? Trump comments cause confusion over group's role
22990,real,nb,1,politicsNews,293,94,True,"Schwarzenegger fired, didn't quit 'Apprentice': Trump"
24181,real,nb,1,politicsNews,618,206,True,Trump attacks civil rights leader who questioned his election win
33105,real,nb,1,worldnews,737,194,True,"Berlusconi eyes political resurrection, unhindered by sex scandals"
26124,real,nb,1,politicsNews,703,209,True,Trump allies falsely link Reuters to claim Detroit video feed was cut short
26907,real,nb,1,politicsNews,89,49,True,"Warren, Kaine, Castro on Clinton running-mate short list: AP"
27254,real,nb,1,politicsNews,308,111,True,"Protesters throw rocks, bottles at police outside Trump rally in New Mexico"
28812,real,nb,1,politicsNews,308,117,True,"Obama says faith a cure for fears stirred by war, hard times"
28151,real,nb,1,politicsNews,781,260,True,Half of U.S. women have 'very unfavorable' view of Trump: poll
19444,real,nb,1,politicsNews,393,139,True,U.S. Attorney General defends Trump on NFL protests at free-speech talk
26838,real,nb,1,politicsNews,576,187,True,New York LGBT bar becomes first U.S. monument to gay rights
29116,real,nb,1,politicsNews,361,129,True,Obama jokes about a Trump State of the Union address
24921,real,nb,1,politicsNews,1177,323,True,"Blue-collar Democrats to party: It's still the economy, stupid"
25673,real,nb,1,politicsNews,875,242,True,"Trump hasn't sued a newspaper for libel in decades, records show"
25630,real,nb,1,politicsNews,489,163,True,Pro-Trump group ad seeks to pit Michelle Obama against Clinton
28206,real,nb,1,politicsNews,838,268,True,Anti-Trump protesters: patchwork of people and Facebook pages
26453,real,nb,1,politicsNews,587,176,True,"Among Democrats, another convention hums in Sanders fans' phones"
21568,real,nb,1,politicsNews,671,250,True,Ex-U.S. Congressman Weiner pleads guilty in teen 'sexting' case
19504,real,nb,1,politicsNews,185,77,True,"Factbox: Trump on Twitter (Sept 22) - North Korea, Ads on Facebook, Luther Strange"
28596,real,nb,1,politicsNews,635,184,True,Wealthy donors drawn to Rubio White House bid after Bush drops out
27790,real,nb,1,politicsNews,381,114,True,Trump's 'Paterno' comment sparks jeers on social media
18196,real,nb,1,politicsNews,880,258,True,Alabama Democrat turns up attacks on Roy Moore in Senate race's final stretch
19255,real,nb,1,politicsNews,750,228,True,NRA opposes outright U.S. ban on gun devices used by Las Vegas killer
29086,real,nb,1,politicsNews,987,291,True,"For Republican Rubio, a moment of truth in race to lead U.S."
28385,real,nb,1,politicsNews,243,72,True,Kentucky governor sues to close abortion clinic
28333,real,nb,1,politicsNews,776,223,True,"Flint becomes U.S. Democratic flash point, but residents want action"
28407,real,nb,1,politicsNews,428,142,True,Emotions run high outside courthouse for abortion showdown
25213,real,nb,1,politicsNews,917,261,True,'Rage against the machine': U.S. voters reject a 'rigged' system
35894,real,nb,1,worldnews,234,75,True,"Amsterdam mayor Van der Laan, who once snubbed Putin, dies of cancer"
24105,real,nb,1,politicsNews,541,176,True,Ex-president George H.W. Bush moved to intensive care; wife hospitalized
26544,real,nb,1,politicsNews,1022,275,True,Trump employee apologizes for Melania speech 'chaos'
26677,real,nb,1,politicsNews,788,241,True,Dallas attack adds to Cleveland concerns before Republican convention
19264,real,nb,1,politicsNews,374,131,True,Weinstein on indefinite leave as company investigates allegations
18716,real,nb,1,politicsNews,434,152,True,Ex-Democratic leader who mulled dropping Clinton spurns critics
18020,real,nb,1,politicsNews,260,101,True,Senator-elect Jones not joining calls for Trump resignation
26509,real,nb,1,politicsNews,767,237,True,Kaine's crime-busting past may hurt Clinton's outreach to blacks
27690,real,nb,1,politicsNews,354,115,True,U.S. Capitol replacing flag display over Confederate imagery
23136,real,nb,1,politicsNews,580,188,True,White House bars some news organizations from briefing
33843,real,nb,1,worldnews,433,108,True,Technicolor Thailand is back after a black-clad mourning year for late king
23660,real,nb,1,politicsNews,264,84,True,"Factbox: Trump on Twitter (Jan 31) - Pelosi, Democrats, Gorsuch"
28692,real,nb,1,politicsNews,986,290,True,Young blacks more open to Bernie Sanders' White House bid
27070,real,nb,1,politicsNews,636,224,True,"Exclusive: Clinton ally Warren weighs potential VP role, sees hurdles - sources"
25577,real,nb,1,politicsNews,774,228,True,Negative tone of White House race sours young voters
28801,real,nb,1,politicsNews,943,282,True,"In contentious debate, Clinton and Sanders both claim 'progressive' mantle "
25524,real,nb,1,politicsNews,248,76,True,Donald Trump throws counter punch after Joe Biden comments
26554,real,nb,1,politicsNews,818,216,True,Melania Trump's speech has an echo of Michelle Obama words
23929,real,nb,1,politicsNews,512,145,True,Crowd controversy: The making of an Inauguration Day photo
26485,real,nb,1,politicsNews,886,255,True,Some in Sanders' army seem determined to march on without him
25811,real,nb,1,politicsNews,976,303,True,"Trump goes on offensive against former beauty queen, Clinton calls him 'unhinged'"
28880,real,nb,1,politicsNews,805,270,True,America's angry voters divvied up by Trump and Sanders: poll
25415,real,nb,1,politicsNews,621,207,True,Battleground Ohio is coveted territory in election race
33436,real,nb,1,worldnews,289,84,True,"Argentine survivor of New York attack pleads for justice, love"
26452,real,nb,1,politicsNews,964,297,True,"For inspiration, new Democratic stars look to Elizabeth Warren"
28223,real,nb,1,politicsNews,998,309,True,New disturbance at Trump rally as crucial Republican contests near
20317,real,nb,1,politicsNews,400,120,True,Alien Donald Trump appears on Mexico City billboard
18764,real,nb,1,politicsNews,424,124,True,"Factbox: Belgian mother of two, young New Yorker among victims of truck attack"
26346,real,nb,1,politicsNews,531,189,True,Trump seeks to raise fresh ethical questions about Clinton
18595,real,nb,1,politicsNews,171,76,True,Trump would want Moore to step aside if sexual misconduct allegations true: White House
28242,real,nb,1,politicsNews,189,82,True,TV audience for CNN Republican presidential debate down from last week
19622,real,nb,1,politicsNews,329,129,True,Trump says violence by anti-fascists proves him right on Charlottesville
26500,real,nb,1,politicsNews,384,137,True,Obama's brother plans to vote for Trump
26267,real,nb,1,politicsNews,632,249,True,Trump calls for special prosecutor to investigate Clinton Foundation
28788,real,nb,1,politicsNews,511,134,True,"Rubio, Christie and Kasich get more debate traction on social media"
22966,real,nb,1,politicsNews,350,132,True,"Carson calls slaves 'immigrants' in speech, drawing criticism"
36110,real,nb,1,worldnews,125,41,True,Poles dressed in black march in defense of women's rights
20367,real,nb,1,politicsNews,335,114,True,Boy Scouts of America apologizes for Trump's 'political rhetoric'
26819,real,nb,1,politicsNews,697,186,True,"Advocates hail U.S. court abortion decision, predict national impact"
19488,real,nb,1,politicsNews,750,249,True,Trump takes center stage in fractious Senate race in Alabama
26915,real,nb,1,politicsNews,821,266,True,"American Muslims see Trump rhetoric fueling prejudice, hate incidents"
25245,real,nb,1,politicsNews,529,192,True,Transgender advocates fear reversal of civil rights under Trump
19481,real,nb,1,politicsNews,711,221,True,Trump renews clash with U.S. sports world
22001,real,nb,1,politicsNews,397,145,True,Hillary Clinton makes surprise appearance at New York film panel
25498,real,nb,1,politicsNews,536,181,True,Clinton adds pop of celebrity in homestretch of campaign
19428,real,nb,1,politicsNews,601,211,True,Conservative firebrand defeats Trump pick in Alabama primary for U.S. Senate
28593,real,nb,1,politicsNews,809,282,True,Rubio sharpens attacks after latest Trump win in White House race
24251,real,nb,1,politicsNews,746,246,True,"Obama pushes values and prods Trump in final, emotional address"
24492,real,nb,1,politicsNews,296,121,True,"Trump, Bill Clinton trade insults in unusual exchange"
31514,real,nb,1,worldnews,724,160,True,Prince Harry's engagement shows British monarchy has moved on from scandals of past
18455,real,nb,1,politicsNews,385,131,True,Trump: Father of UCLA player in shoplifting case is 'ungrateful fool'
22633,real,nb,1,politicsNews,378,146,True,"Black lawmakers meet with Trump about infrastructure, reducing crime"
24420,real,nb,1,politicsNews,451,126,True,Mormon Tabernacle Choir member resigns rather than sing for Trump
38219,real,nb,1,worldnews,564,153,True,Immigrants in Central Florida nervous about seeking shelter
20069,real,nb,1,politicsNews,238,79,True,"Organizers of white nationalist rally in Virginia, driver sued for $3 million"
24185,real,nb,1,politicsNews,439,107,True,Women knit pink 'pussyhats' for rally after Trump inauguration
27881,real,nb,1,politicsNews,115,53,True,Pennsylvania bans bias against transgender people
27337,real,nb,1,politicsNews,329,122,True,Potential Trump high court nominee mocked him on Twitter
26557,real,nb,1,politicsNews,351,109,True,Melania Trump's RNC speech produces so-so TV audience
25968,real,nb,1,politicsNews,463,164,True,Trump proposes disarming Clinton guards: 'Let's see what happens to her'
28389,real,nb,1,politicsNews,532,178,True,Romney's anti-Trump speech ignites social media debate
25182,real,nb,1,politicsNews,931,258,True,"In rural-urban divide, U.S. voters are worlds apart"
26638,real,nb,1,politicsNews,742,213,True,New Black Panther Party says to carry arms in Cleveland if legal
28561,real,nb,1,politicsNews,423,173,True,"Cruz says would deport illegal immigrants, sharpens immigration stance"
24027,real,nb,1,politicsNews,841,264,True,Trump backers' disparate hopes coalesce around promise of change
27752,real,nb,1,politicsNews,625,200,True,Cruz adviser says Trump campaign taking 'banana republic' approach
20064,real,nb,1,politicsNews,541,165,True,"Charlottesville schools, parents address children's fears after violence"
28797,real,nb,1,politicsNews,334,121,True,Trump says will attend March Fox debate with Megyn Kelly: report
32450,real,nb,1,worldnews,367,72,True,Memories in milk bottles: Polish exhibition 'shouts out' annihilation story of Warsaw Ghetto
27824,real,nb,1,politicsNews,394,128,True,"Hillary Clinton, NYC mayor assailed for racially charged joke"
27939,real,nb,1,politicsNews,966,275,True,Bernie Sanders' ghost tweeter keeps his Brooklyn accent
20492,real,nb,1,politicsNews,213,88,True,"Factbox: Trump on Twitter (July 24) - Chuck Schumer, Adam Schiff, Obamacare"
20685,real,nb,1,politicsNews,639,202,True,"In Trump's Ohio bastion, supporters dismiss uproar over Donald Jr."
27024,real,nb,1,politicsNews,72,36,True,"After Orlando shooting, Donald Trump reiterates Muslim ban"
28963,real,nb,1,politicsNews,501,168,True,Obama: Sanders has 'luxury' of being long shot in Democratic race
27580,real,nb,1,politicsNews,652,210,True,Trump praises Sanders but may struggle to win over his voters
26362,real,nb,1,politicsNews,491,153,True,"Icahn praises Trump economic plan, says candidate will get blue-collar vote"
27372,real,nb,1,politicsNews,397,124,True,Former Trump girlfriend rebuts NY Times story on history with women
26668,real,nb,1,politicsNews,560,194,True,"U.S. gun rules heighten tension between police, citizens: Obama"
30293,real,nb,1,worldnews,462,137,True,India files sex assault case against airline passenger for allegedly molesting Bollywood actress
36181,real,nb,1,worldnews,484,144,True,Trial of alleged ringleader of Benghazi attack begins in Washington
20458,real,nb,1,politicsNews,473,143,True,Trump gives Boy Scouts at jamboree a taste of Washington politics
25531,real,nb,1,politicsNews,810,249,True,"In breathless U.S. election, Twitter generates buzz not cash"
28956,real,nb,1,politicsNews,392,129,True,Trump says not entirely sure he will attend Fox News debate
19980,real,nb,1,politicsNews,721,227,True,Prominent U.S. religious conservatives defend Trump after Charlottesville
28969,real,nb,1,politicsNews,828,264,True,Confident Trump says could 'shoot somebody' and not lose voters
27243,real,nb,1,politicsNews,224,74,True,'Little House' star drops bid for U.S. congressional seat
28830,real,nb,1,politicsNews,772,262,True,Republican campaign for White House turns nastier as field narrows
22860,real,nb,1,politicsNews,534,187,True,U.S. lawmaker's controversial tweet on immigration draws fire
23890,real,nb,1,politicsNews,46,28,True,"Factbox: Trump on Twitter (Jan 25) - ABC interview, voter fraud, Supreme Court pick"
18454,real,nb,1,politicsNews,833,262,True,"In Trump strongholds, Democrats walk tightrope ahead of 2018 elections"
27021,real,nb,1,politicsNews,807,231,True,Assault rifle used in Florida shooting drives gun control debate
28925,real,nb,1,politicsNews,403,109,True,GOP voters like Trump despite seeing him as not religious: poll
20036,real,nb,1,politicsNews,103,42,True,Phoenix mayor calls on Trump to postpone rally planned for next week
24046,real,nb,1,politicsNews,411,123,True,Facts about the inauguration of Donald Trump as U.S. president
17929,real,nb,1,politicsNews,277,105,True,"Trump on Twitter (Dec 22) - Tax cut, Missile defense bill"
20348,real,nb,1,politicsNews,415,130,True,White House divisions on display with Scaramucci's comments
21197,real,nb,1,politicsNews,535,187,True,"Some toast Comey testimony, others shrug at U.S. bar 'watch parties'"
22756,real,nb,1,politicsNews,639,194,True,"McDonald's deletes Trump tweet, says Twitter account compromised"
27553,real,nb,1,politicsNews,603,201,True,"Exiting 2016 race, Republican Cruz leaves himself a path forward"
28995,real,nb,1,politicsNews,777,242,True,Davos elite alarmed at prospect of nominee Trump
26121,real,nb,1,politicsNews,952,271,True,U.S. conservative activist Phyllis Schlafly dead at 92
27046,real,nb,1,politicsNews,351,142,True,Warren to keep up assault on White House hopeful Trump over judge comments
27558,real,nb,1,politicsNews,344,116,True,Cruz unleashes fury at Trump over Lee Harvey Oswald comment
23145,real,nb,1,politicsNews,419,142,True,"Caitlyn Jenner, teen singer appeal to Trump on transgender rights"
28923,real,nb,1,politicsNews,112,48,True,Clinton: DNC should authorize additional Democratic debate next week
27564,real,nb,1,politicsNews,886,282,True,Indiana puts Donald Trump’s evangelical support to test
26676,real,nb,1,politicsNews,555,165,True,"U.S. Women's Open must leave Trump National, says Burk"
26994,real,nb,1,politicsNews,1161,328,True,Orlando killer expressed support for multiple Islamist groups
23981,real,nb,1,politicsNews,141,64,True,White House defends statement on audience for Trump's inaugural
28108,real,nb,1,politicsNews,626,216,True,Anti-Trump protesters block Arizona road; march in New York
26629,real,nb,1,politicsNews,218,80,True,U.S. judge to mull release of Trump video testimony
30223,real,nb,1,worldnews,292,90,True,Botswana court orders government to recognize transgender woman as female
28190,real,nb,1,politicsNews,1463,407,True,How Rubio’s campaign failed: problems from the start
25162,real,nb,1,politicsNews,646,227,True,Clinton blames FBI's Comey for her defeat in call with donors
28003,real,nb,1,politicsNews,149,62,True,Virginia governor vetoes bill cutting Planned Parenthood funding
25466,real,nb,1,politicsNews,84,42,True,"Bill Clinton, Tim Kaine cancel Iowa event after police shooting"
